8	0	0	0	0	1	377	1	0	0	0	0	0	0	2	0	0	0	0	0	3	14	14	8	1	0	0	0	0	0	0
53	0	0	0	0	2	309	2	0	0	0	2	26	179	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	8	2	0	0	0	0	0	0	0
121	0	0	0	0	0	0	0	4	166	3	0	3	11	63	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	0	0	0	0	0	0	0	10	150	11	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	3	440	0	0	0	0	0	1	55	167	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	0	0	0	0	0	1	0	0	0	2	17	239	169	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	0	0	3	524	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	0	0	0	0	0	0	0	0	0	1	0	1	7	40	126	1	0	0	11	30	10	4	0	0	0	0	0	0	0	0
333	0	0	0	0	2	386	2	0	0	0	0	1	4	48	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	0	0	0	0	4	394	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	0	0	0	0	0	1	0	1	0	0	1	0	8	50	120	4	1	16	33	37	0	0	0	0	0	0	0	0	0	0
379	0	0	0	0	3	444	3	0	0	0	1	6	37	136	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	0	0	0	0	6	720	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	0	0	0	0	8	561	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	0	0	0	0	1	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	0	0	0	0	4	684	4	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	0	0	0	0	2	310	0	0	0	0	0	3	48	116	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	0	0	0	0	4	409	4	1	0	0	0	0	0	1	0	1	0	2	3	18	34	12	5	0	0	0	0	0	0	0
499	0	0	0	0	0	0	0	0	0	11	137	19	104	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	0	0	0	0	0	235	2	0	0	2	17	133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	0	0	0	0	2	216	1	0	0	0	1	15	152	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
582	0	0	0	0	0	0	0	0	0	0	0	0	4	14	101	35	58	2	1	0	0	0	0	0	0	0	0	0	0	0
626	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
658	0	0	0	0	7	389	4	0	0	0	0	2	6	40	120	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
659	0	0	0	0	4	403	1	0	0	0	0	0	0	1	0	1	1	19	23	60	2	0	0	0	0	0	0	0	0	0
672	0	0	0	0	3	336	2	1	0	1	2	27	157	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
702	0	0	0	0	1	236	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0
703	0	0	0	0	0	0	0	0	0	0	1	11	125	97	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	0	0	0	0	2	177	0	0	1	0	0	2	8	95	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
738	0	0	0	0	4	176	0	0	0	0	0	0	0	0	0	0	0	0	3	18	14	3	1	0	0	0	0	0	0	0
756	0	0	0	0	0	0	0	0	1	2	81	5	0	0	2	9	32	1	0	0	0	0	0	0	0	0	0	0	0	0
757	0	0	0	0	11	757	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763	0	0	0	0	8	564	3	0	0	0	0	0	0	1	0	1	2	0	7	61	18	13	1	0	0	0	0	0	0	0
773	0	0	0	0	2	268	0	0	0	3	15	137	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784	0	0	0	0	1	287	2	0	0	0	0	0	0	0	2	1	0	0	0	1	3	2	10	5	1	0	0	0	0	0
799	0	0	0	0	1	110	0	0	0	0	0	1	9	59	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
801	0	0	0	0	0	0	0	0	0	0	1	2	4	68	228	136	24	0	1	0	0	0	0	0	0	0	0	0	0	0
820	0	0	0	0	0	0	0	0	0	4	36	309	10	56	183	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
828	0	0	0	0	0	0	0	0	1	0	0	6	52	144	7	1	1	9	34	50	2	0	0	0	0	0	0	0	0	0
837	0	0	0	0	0	0	0	0	0	2	3	47	222	1	1	1	0	2	10	50	15	10	0	0	0	0	0	0	0	0
840	0	0	0	0	2	569	1	0	0	0	2	40	306	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846	0	0	0	0	0	0	0	0	0	1	5	26	170	4	0	2	0	0	1	10	30	7	2	0	0	0	0	0	0	0
